"LOCATION","Country","SUBJECT","Subject","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1996","1996","PC","Percentage","0","Units",,,43.17532,,
"AUS","Australia","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1997","1997","PC","Percentage","0","Units",,,43.32118,,
"AUS","Australia","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1998","1998","PC","Percentage","0","Units",,,43.49726,,
"AUS","Australia","YGFE08PE_ST","Employment females as % of employment ","A","Annual","1999","1999","PC","Percentage","0","Units",,,43.60594,,
"AUS","Australia","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2000","2000","PC","Percentage","0","Units",,,44.07391,,
"AUS","Australia","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2001","2001","PC","Percentage","0","Units",,,44.44356,,
"AUS","Australia","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2002","2002","PC","Percentage","0","Units",,,44.48922,,
"AUS","Australia","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2003","2003","PC","Percentage","0","Units",,,44.74091,,
"AUS","Australia","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2004","2004","PC","Percentage","0","Units",,,44.58588,,
"AUS","Australia","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2005","2005","PC","Percentage","0","Units",,,44.90943,,
"AUS","Australia","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2006","2006","PC","Percentage","0","Units",,,45.08694,,
"AUS","Australia","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2007","2007","PC","Percentage","0","Units",,,45.06132,,
"AUS","Australia","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2008","2008","PC","Percentage","0","Units",,,45.20219,,
"AUS","Australia","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2009","2009","PC","Percentage","0","Units",,,45.59119,,
"AUS","Australia","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2010","2010","PC","Percentage","0","Units",,,45.37038,,
"AUS","Australia","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2011","2011","PC","Percentage","0","Units",,,45.53263,,
"AUS","Australia","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2012","2012","PC","Percentage","0","Units",,,45.69941,,
"AUS","Australia","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2013","2013","PC","Percentage","0","Units",,,45.8777,,
"AUS","Australia","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2014","2014","PC","Percentage","0","Units",,,45.99796,,
"AUS","Australia","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2015","2015","PC","Percentage","0","Units",,,46.22692,,
"AUS","Australia","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2016","2016","PC","Percentage","0","Units",,,46.51851,,
"AUS","Australia","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2017","2017","PC","Percentage","0","Units",,,46.71223,,
"AUS","Australia","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2018","2018","PC","Percentage","0","Units",,,46.91357,,
"AUS","Australia","YGFE08PE_ST","Employment females as % of employment ","A","Annual","2019","2019","PC","Percentage","0","Units",,,47.08788,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","1978","1978","PER","Persons","3","Thousands",,,3884.019,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","1979","1979","PER","Persons","3","Thousands",,,3932.371,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","1980","1980","PER","Persons","3","Thousands",,,3997.748,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","1981","1981","PER","Persons","3","Thousands",,,4073.077,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","1982","1982","PER","Persons","3","Thousands",,,4057.55,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","1983","1983","PER","Persons","3","Thousands",,,3946.847,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","1984","1984","PER","Persons","3","Thousands",,,4042.37,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","1985","1985","PER","Persons","3","Thousands",,,4126.372,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","1986","1986","PER","Persons","3","Thousands",,,4234.265,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","1987","1987","PER","Persons","3","Thousands",,,4290.989,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","1988","1988","PER","Persons","3","Thousands",,,4423.41,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","1989","1989","PER","Persons","3","Thousands",,,4566.017,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","1990","1990","PER","Persons","3","Thousands",,,4600.225,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","1991","1991","PER","Persons","3","Thousands",,,4449.521,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","1992","1992","PER","Persons","3","Thousands",,,4402.28,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","1993","1993","PER","Persons","3","Thousands",,,4403.292,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","1994","1994","PER","Persons","3","Thousands",,,4532.231,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","1995","1995","PER","Persons","3","Thousands",,,4665.304,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","1996","1996","PER","Persons","3","Thousands",,,4715.818,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","1997","1997","PER","Persons","3","Thousands",,,4742.123,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","1998","1998","PER","Persons","3","Thousands",,,4812.578,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","1999","1999","PER","Persons","3","Thousands",,,4890.84,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","2000","2000","PER","Persons","3","Thousands",,,4978.391,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","2001","2001","PER","Persons","3","Thousands",,,5008.421,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","2002","2002","PER","Persons","3","Thousands",,,5101.588,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","2003","2003","PER","Persons","3","Thousands",,,5192.441,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","2004","2004","PER","Persons","3","Thousands",,,5296.681,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","2005","2005","PER","Persons","3","Thousands",,,5443.297,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","2006","2006","PER","Persons","3","Thousands",,,5559.523,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","2007","2007","PER","Persons","3","Thousands",,,5732.45,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","2008","2008","PER","Persons","3","Thousands",,,5880.447,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","2009","2009","PER","Persons","3","Thousands",,,5879.186,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","2010","2010","PER","Persons","3","Thousands",,,6021.409,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","2011","2011","PER","Persons","3","Thousands",,,6107.871,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","2012","2012","PER","Persons","3","Thousands",,,6163.553,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","2013","2013","PER","Persons","3","Thousands",,,6200.635,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","2014","2014","PER","Persons","3","Thousands",,,6231.923,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","2015","2015","PER","Persons","3","Thousands",,,6327.085,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","2016","2016","PER","Persons","3","Thousands",,,6403.385,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","2017","2017","PER","Persons","3","Thousands",,,6528.824,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","2018","2018","PER","Persons","3","Thousands",,,6680.431,,
"AUS","Australia","YGMA08L1_ST","Employment males","A","Annual","2019","2019","PER","Persons","3","Thousands",,,6810.437,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1978","1978","PC","Percentage","0","Units",,,64.87286,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1979","1979","PC","Percentage","0","Units",,,64.35303,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1980","1980","PC","Percentage","0","Units",,,63.61515,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1981","1981","PC","Percentage","0","Units",,,63.4786,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1982","1982","PC","Percentage","0","Units",,,63.25204,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1983","1983","PC","Percentage","0","Units",,,62.64469,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1984","1984","PC","Percentage","0","Units",,,62.24917,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1985","1985","PC","Percentage","0","Units",,,61.61132,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1986","1986","PC","Percentage","0","Units",,,60.71075,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1987","1987","PC","Percentage","0","Units",,,60.19286,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1988","1988","PC","Percentage","0","Units",,,59.79001,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1989","1989","PC","Percentage","0","Units",,,59.14707,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1990","1990","PC","Percentage","0","Units",,,58.53584,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1991","1991","PC","Percentage","0","Units",,,58.00795,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1992","1992","PC","Percentage","0","Units",,,57.66361,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1993","1993","PC","Percentage","0","Units",,,57.53384,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1994","1994","PC","Percentage","0","Units",,,57.37521,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1995","1995","PC","Percentage","0","Units",,,56.97168,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1996","1996","PC","Percentage","0","Units",,,56.82468,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1997","1997","PC","Percentage","0","Units",,,56.67882,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1998","1998","PC","Percentage","0","Units",,,56.50274,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","1999","1999","PC","Percentage","0","Units",,,56.39406,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2000","2000","PC","Percentage","0","Units",,,55.92609,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2001","2001","PC","Percentage","0","Units",,,55.55644,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2002","2002","PC","Percentage","0","Units",,,55.51078,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2003","2003","PC","Percentage","0","Units",,,55.25909,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2004","2004","PC","Percentage","0","Units",,,55.41412,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2005","2005","PC","Percentage","0","Units",,,55.09057,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2006","2006","PC","Percentage","0","Units",,,54.91306,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2007","2007","PC","Percentage","0","Units",,,54.93868,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2008","2008","PC","Percentage","0","Units",,,54.79781,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2009","2009","PC","Percentage","0","Units",,,54.40881,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2010","2010","PC","Percentage","0","Units",,,54.62962,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2011","2011","PC","Percentage","0","Units",,,54.46737,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2012","2012","PC","Percentage","0","Units",,,54.30059,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2013","2013","PC","Percentage","0","Units",,,54.1223,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2014","2014","PC","Percentage","0","Units",,,54.00204,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2015","2015","PC","Percentage","0","Units",,,53.77308,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2016","2016","PC","Percentage","0","Units",,,53.48149,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2017","2017","PC","Percentage","0","Units",,,53.28777,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2018","2018","PC","Percentage","0","Units",,,53.08643,,
"AUS","Australia","YGMA08PE_ST","Employment males as % of employment ","A","Annual","2019","2019","PC","Percentage","0","Units",,,52.91212,,
"AUS","Australia","YGTT09L1_ST","Employment in agriculture","A","Annual","1978","1978","PER","Persons","3","Thousands",,,375,,
"AUS","Australia","YGTT09L1_ST","Employment in agriculture","A","Annual","1979","1979","PER","Persons","3","Thousands",,,399,,
"AUS","Australia","YGTT09L1_ST","Employment in agriculture","A","Annual","1980","1980","PER","Persons","3","Thousands",,,407,,
"AUS","Australia","YGTT09L1_ST","Employment in agriculture","A","Annual","1981","1981","PER","Persons","3","Thousands",,,416,,
"AUS","Australia","YGTT09L1_ST","Employment in agriculture","A","Annual","1982","1982","PER","Persons","3","Thousands",,,410,,
"AUS","Australia","YGTT09L1_ST","Employment in agriculture","A","Annual","1983","1983","PER","Persons","3","Thousands",,,411,,
"AUS","Australia","YGTT09L1_ST","Employment in agriculture","A","Annual","1984","1984","PER","Persons","3","Thousands",,,400,,
"AUS","Australia","YGTT09L1_ST","Employment in agriculture","A","Annual","1985","1985","PER","Persons","3","Thousands",,,411.641,,
"AUS","Australia","YGTT09L1_ST","Employment in agriculture","A","Annual","1986","1986","PER","Persons","3","Thousands",,,424.194,,
"AUS","Australia","YGTT09L1_ST","Employment in agriculture","A","Annual","1987","1987","PER","Persons","3","Thousands",,,411.253,,
"AUS","Australia","YGTT09L1_ST","Employment in agriculture","A","Annual","1988","1988","PER","Persons","3","Thousands",,,430.56,,
"AUS","Australia","YGTT09L1_ST","Employment in agriculture","A","Annual","1989","1989","PER","Persons","3","Thousands",,,425.204,,
"AUS","Australia","YGTT09L1_ST","Employment in agriculture","A","Annual","1990","1990","PER","Persons","3","Thousands",,,435.774,,
